id,Nombre,email,gender,Ventas,Ventas_normalizadas
939,Seth Bortoluzzi,sbortoluzziq2@paginegialle.it,Femenino,11930.08,0.04461914840565545
940,Felicdad Harpin,fharpinq3@histats.com,Masculino,20236.18,0.253185010457044
941,Lorine Dadswell,ldadswellq4@printfriendly.com,Femenino,30536.05,0.511814363049384
942,Hilliard Morrilly,hmorrillyq5@skyrock.com,Femenino,10154.13,2.5109962804581443e-05
943,Wit Diche,wdicheq6@toplist.cz,Masculino,41675.73,0.7915313135046652
944,Jerrine St. Louis,jstq7@over-blog.com,Femenino,47421.82,0.9358154196766187
945,Teodoro Kynd,tkyndq8@posterous.com,Femenino,29926.212606132074,0.49650136877249873
946,Ami Melhuish,amelhuishq9@paypal.com,Femenino,15788.52,0.14150443328948298
947,Pearline Claque,pclaqueqa@infoseek.co.jp,Femenino,10234.72,0.002048721865228309
948,Josephina Heining,jheiningqb@ted.com,Femenino,10818.93,0.016718213235310753
949,Ashlee Esch,aeschqc@behance.net,Femenino,48585.77,0.965042160883047
950,Corliss Whistlecraft,cwhistlecraftqd@webmd.com,Masculino,46168.58,0.9043466098913667
951,George Cawker,gcawkerqe@multiply.com,Masculino,41125.14,0.7777060190840738
952,Cirstoforo Tuckett,ctuckettqf@cbslocal.com,Femenino,40786.2,0.7691952482910785
953,Pacorro Mullin,pmullinqg@fotki.com,Masculino,12330.83,0.05468196599960373
954,Aubrie Yallop,ayallopqh@eventbrite.com,Femenino,12351.31,0.05519621803784219
955,Brendin M'Barron,bmbarronqi@github.com,Masculino,44481.8,0.8619916268318032
956,Fifi Holleworth,fholleworthqj@digg.com,Masculino,31164.62,0.5275977323694789
957,Eddie Dulton,edultonqk@tinypic.com,Femenino,18374.73,0.2064440701943988
958,Kamila Luetkemeyers,kluetkemeyersql@prlog.org,Femenino,38320.46,0.7072806086052343
959,Ellis Scarre,escarreqm@bloomberg.com,Femenino,23487.01,0.3348132308411611
960,Wrennie O'Hartagan,wohartaganqn@skype.com,Femenino,26747.0,0.41667145848456855
961,Diahann Murrill,dmurrillqo@harvard.edu,Femenino,29926.212606132074,0.49650136877249873
962,Cristen Francesco,cfrancescoqp@cdc.gov,Masculino,11800.98,0.041377452207580045
963,Rosabelle Brockway,rbrockwayqq@edublogs.org,Masculino,38913.63,0.7221750852420461
964,Kelsi Casaccia,kcasacciaqr@pbs.org,Femenino,33704.06,0.5913629763140231
965,Berni Pyke,bpykeqs@mlb.com,Masculino,21429.25,0.2831429537803425
966,Timothy Whitmell,twhitmellqt@rakuten.co.jp,Femenino,31097.49,0.5259121005664055
967,Maribel Bulward,mbulwardqu@etsy.com,Femenino,29926.212606132074,0.49650136877249873
968,Pooh Maughan,pmaughanqv@diigo.com,Femenino,29926.212606132074,0.49650136877249873
969,Noelani Aulton,naultonqw@cdc.gov,Masculino,18956.85,0.22106108174221956
970,Maybelle Kinsell,mkinsellqx@blogspot.com,Femenino,12117.58,0.049327266431520245
971,Damita Pyrton,dpyrtonqy@adobe.com,Masculino,34425.26,0.6094722814887095
972,Adele Battany,abattanyqz@oaic.gov.au,Femenino,38450.49,0.7105456570687181
973,Patrick Turbard,pturbardr0@mtv.com,Femenino,10583.19,0.010798790603751496
974,Winfield Kondrachenko,wkondrachenkor1@devhub.com,Masculino,47119.36,0.9282206603267359
975,Giles Binder,gbinderr2@hao123.com,Femenino,29926.212606132074,0.49650136877249873
976,Oralia Seak,oseakr3@wired.com,Femenino,22428.03,0.308222282430333
977,Dina Marusyak,dmarusyakr4@sina.com.cn,Femenino,49747.66,0.9942171755660979
978,Vic Piola,vpiolar5@paginegialle.it,Femenino,43853.13,0.8462057465154275
979,Rana Slograve,rslograver6@drupal.org,Masculino,29028.39,0.4739570765273825
980,Archambault Kernell,akernellr7@usgs.gov,Masculino,32082.83,0.5506539513163019
981,Tiffanie Lawling,tlawlingr8@biglobe.ne.jp,Masculino,12165.03,0.05051873416659908
982,Brander Moulster,bmoulsterr9@usnews.com,Femenino,23208.29,0.32781458200825964
983,Bord O'Reagan,boreaganra@independent.co.uk,Masculino,48280.34,0.9573728249436343
984,Shawn Bladon,sbladonrb@theglobeandmail.com,Masculino,36693.21,0.6664204216314293
985,Mike Joysey,mjoyseyrc@a8.net,Femenino,26668.8,0.41470785939324784
986,Lauree Craiker,lcraikerrd@unesco.org,Femenino,31198.5,0.5284484579092993
987,Franchot Melbourn,fmelbournre@github.com,Masculino,36599.98,0.6640794197991555
988,Mia Raff,mraffrf@netscape.com,Femenino,27698.02,0.44055153531101077
989,Lacy Abelson,labelsonrg@purevolume.com,Masculino,41734.38,0.7930040128231556
990,Doug Shakle,dshaklerh@wikispaces.com,Femenino,39149.94,0.7281088205524041
991,Sybila Chatto,schattori@sogou.com,Femenino,39558.44,0.7383662403580882
992,Rasia Mackerness,rmackernessrj@zimbio.com,Femenino,45113.12,0.877844048549611
993,Zed Thow,zthowrk@earthlink.net,Masculino,23942.97,0.3462623694815521
994,Alonzo Behling,abehlingrl@trellian.com,Masculino,29926.212606132074,0.49650136877249873
995,Saidee Carlucci,scarluccirm@surveymonkey.com,Femenino,19564.11,0.23630935775494832
996,Bert Essex,bessexrn@columbia.edu,Femenino,10630.74,0.011992769335110787
997,Micheline Tart,mtartro@goo.ne.jp,Femenino,29926.212606132074,0.49650136877249873
998,Melvyn Showler,mshowlerrp@marketwatch.com,Femenino,16341.91,0.15540003560592724
999,Rickey Siebart,rsiebartrq@intel.com,Femenino,17069.9,0.17367983742805682
1000,Arleta Connelly,aconnellyrr@pcworld.com,Femenino,10485.52,0.008346300536625051
